,uuid,item_name,tier,starting_bid,item_bytes
111,c5f2e7582548469b8efe0cbb6f1f4aae,[Lvl 75] Baby Yeti,LEGENDARY,37000000,H4sIAAAAAAAAAM1UzU4jRxBuYDcYlARFuUQ5dRxQEi0D4/n1IO3B2AYG2V4wBtZEEeqZqfEMnh9npgfbRDnklktyziEr5cY1z+AXyDvwIFGqjSF7zDGSNe6urq/qq6+qe52QNbIUrhNClpbJcugt/bJEXtbTIuFL62SFs8EKWTsKPTiI2CBHr7/XyfrZsIiiN+MEshJZtj2yaVYtHZQKk6q+6kgqqLLkADMk2ajIVd/QPN1zEXeSpSPIeAj5GilxmPAig3yeukReXrCoAPInTI/lq7eB7L09jtypbeC+dyZHb+ybkWknF1Onbht2jOdHNaM1td7z1Tm71KO+ehxcJaeFE1/ILbUbwVG34sbnt/1Le9K+6WvtXjfu33Xifm8gd+JucNUY3nUO23edxlBp3wRBR2lOrg7PK/2b00mnV5u2L5vjtnIRdxqIvzxFn/NJ5/C0YicVyz99/RrZr5NVL8xHEZuukRetNIMSGin5eHZfPQjzIEwG9AQ42j6d3ZtnPINkwIM9Ort3X6ky+RyNdsIhisIBJC6IA/ZKN3YUHSEYxKinkUf3M4A7IF+iN/4Ow1vIhaNq7ugi0sO7n+hTaLKJBnRiiYdH1sNvf9B6FnLaYDEbAJrMcQAJ+QgXCbCM5kk63lnksl2gZ0EIkZeTrUUuFiYilaC0JdCpT6dpkS3SzrM9pRbHbE7s4d3PtAE+JDmgTYT/EMP3gYf0oMimT4XsF76fUx4IWo+nZ+M0E7xNZypCoxMzn0v8t4TH4pyH338VsjrvK7jIh/SNIyyE2hxioarVGLPMp70i45GoEqIY21JG9zYbwiOLEfCvcpqK2aZhHBcJUJ7OpRomqTt0mDsUsT9DVl+ruxX5G9FaWkc2U3qegyc6j8446QOcbYyZ0hbcQkRNQ1AAdcfaIn/N7pXZfTS7j9HkP6/+93+i5VCpbGumsmOhuru4VazKEIt+7BR0w0HAJTcK3aEonXkeqhrmQlah4yfoMh8dsY8hKb5A6AZGwhSt5mGz06h1+yXyosNiEBqb37ZuUTr9OzEd+8yZUjEieOE2mhOesRrnWegUHPISWcWQduKnS6s/lPl0BOW98n5tv3/db/bs8naZuRyvTHnPZ1EO22WYjMp7qqUrioylVFRTVXX8bJfxccoQ+kwGoQG+fiLyMxgHxxMzhX6Ny1r34Lp33u21mtdnR81Wu9lDiCvmQYwDJtkuF0WIi7JWNRzPkWXJsjRd0nRdk5iuOJLv+kxTPEOXXROxRRJ+X4AtEEpVVw2meBK4TJY011ckx7NkSWZVreo4suN66oLgXPi60H1B88eSeM3Jykmzh4IKCmTzvzAokTUexpBzFo/IhrVb0XYVlWp7mklrbUKWyQePd5CsEPIPRORodT0GAAA=
112,054da1fc624e4c9e8cbe02f810e6033a,Shadow Assassin Cloak,EPIC,9870000,H4sIAAAAAAAAAFVTy47aSBQtupMZYJNVpGg0C48mUSZqkdjYPNw7x27ABNuhDRjXJipThV1QtpEfDeYfss8f9H/0h42mTGekGalUj3tOnXNvPdoAtECDtgEAjStwRXHjewO81NMyKRptcF2g8Bq0JhSTEUNhzll/t0Hb3ZeMOceEZE1wZWLwVsTbQaBi0gnIcNORh3K/o24w6qikv0E9pY/Rdsj3fc3SA8kKSvIWaBbkVJQZyS/WTfByhVhJGj/IMQ1NfSoiT2Ib+T4K1ho1jTS0Fn7P2pk9xzCP9lmTrOr4xdQ1uplMH2DMcrhke5NqfVM3z9BbnnzvnllntoOGKcLdaO94/tExGPV3Whcu9meb6/mumetUC83kcxV04SEYrxyf+z7rTF28th/uRck16U+vLkuCeCTi9ZQt49UJe6yC3vySH55MJeg+8/B4peDJqoJr64I918R9mD1zl8r/YzV/Pc1/eqZ4cn906PDhPxpl4LESenble1CcxT2GdVWE6+iSx6wLI2s3P1uLO9ExlrIVQwYNTP3ziPmeHVvjeWXt2B6OzYpzJGiMIiu2I2sRnqBhVVZ3foZ8bS/Myo6XkrXgerymy7non9V63M4PKr+lNvgV0/zAUNUCL2ZpRpqgfj2/Pz0O3CIjSVhEt8LT4+amK/Jh+NdNX/4AfqvRAyG4htCN/IyoH5XeB777T446iVAQRg5pVtwKflpmQsKfhhDzGBEiWoD3nHSkRUSTWqKX836ACWL1ZCOJ7+p1zNMB7RpAMQrJR65dh7nZIqK5QAsSCxuUCAERMrJNs5DgP8Cbp8fe0yO7+2rqgrG0x3eOLegzR/vSBC9sFJMLwY0QTo+Clucoz3kKOkvRnp/Fq7tTkSGtKDIalAXJm/XvAa/diWY43jfNdXkz7W//6pUlR98ipAZbUVE7vaHS7SiqTDqqGAw6EpYlWR0iWRngJmgVNCZ5geIDeKV+kpRPXVlQbpWhoFkAXIFfjEuN4BqAfwBgDRexvwMAAA==
114,521a3ba893e64cc692b73d6934a3829c,Terror Helmet,LEGENDARY,3000000,H4sIAAAAAAAAAG1UXW/iRhSdfLUEqd1+qX3rTtVsu9tdNrbBEPJGgIBZMFkwJHZVRWN7bAbGduSPJeRt3/rSh0p9qrTqY/5Hfkp+SNU7hka7VR8Y2/eeOefcO5cpIrSPtlgRIbS1jbaZu/XbFtprRlmYbhXRTkr8HbTfZS495cRPAPV3ERXHi4zz4TKkcQFtay468OS6JzsKLVHbs0tlz/VKtuQclTxZIXK5XperVIV9Z3F0ReOU0WQfFVJ6nWYxTXLpAtqbEp7Rrb/oMvK1Zk8i5zJ3yqOZfdFgWivyB4Yp6cZkqbfayqC1qOjj5Sut2WBOt/fGCnhiTfhCY42q1tQqVmdSsc4n5YExWOX7OvrMNDi35j2uG9P5sDWa6wLT1JIma/haeLKyFevK7kyHJuiueXqae64urAt9Tjr1bNqWWL+Re7sh525mXoxkJ5iOrYtTmVz0OHD5Q3YiOeGUb3CSdTGTXMg5qzxXy7XA80RKewb7ICbwwLfMa9UC2NdtVPur+nscakrOVW6WezMrfJ3ZwVTql0ecdoWPyRvdgPjcrwxuBsrQcKHGU6a3LD5s6fNhx7wethbyYG4qlmEu9WAamIF2YxoT1ZqfzgeKJplKezWE3lqd9soM9AD6tdCZ9ir31pXgeVJvhhIcVhF97LLkipPVPtrtRzEtQPAx+ubuttaMWYpbJCA+PcZ3t85zVXqCvoBElxKezkSMPJerUh5rUY+GCV0HVQl9BrHxFaXuBqbklFqYUs6ZT0NnA5VV9C28HP0Mv/s//4D1l/98gp9P727tPvMoZyHF2hR9D1TnMxriLHRpLLwp0hN41AJyzYIswN2zFzloFWV5+v7d200lAkVCV2jfv/sVHcBzY11kWOjElMC7vRIIWXoCwZfoa9CfgBRx8YgmLEkJ+MdT9CNkOzEJ0ySvpfZSBU78Hh/xCQuTFH0F7+lMhEiW8+S0SHg8MhiNqYtPojBLjnF35cYEj9OYLSh+Kh1WnuWFjDPHoUniZRyTOI6WeMZA1Bfaoj4Z/QAr4MCas8CRB8HqB1T3b3/PNXdgRT/B0ibO7P9Q+IElIAuaoKf/tjHXTbDHRWuc8rrhHklSGr/A0FL0GL6hNp7Pirw5EJgo7Oad32g/g6WxNi09aCU4l7ChMI/BNQIJV0FfwgoIuFrA4Vp+QyKOpR9Bj2W89kq8dD0IFbG3Bg0Io1QQ1MQJsNDHZI0UXRcI0fgZSzBLaYAdEmKb4ph6UexT9ztx4NW7W95vd9p6qzEycbfdH7SNAtrVSUDFcFcNCoZi3KU8oCn8jR61hc1GCo20s1TchEXy8LGDCnwzv6C/u4M+X4/BZfwwThDfQwVxaaNPjPZoNBxdrkXhyrajJLmEmzYWm8FElgHqoGrbNSLV3JJnHymlinJUKZGqIpcq5eqRKtUIUTy1gPZTFlCQCK7Qo/qhLB0qZaweqwo+GyC0jT5a/y3QDkL/APOJhb8+BgAA
115,0eac8e5a4c144f45b392526240eefbdd,Cake Slice of the Century,SPECIAL,2400000,H4sIAAAAAAAAAH1U627jRBid9MKm0WoXIVYIgZAFKyQEZn3LbSV+pE6auK2dNhenNkLR2DOxJ/El+NLUeQeeI++RZ+E5EJ/TQlUh8ccez3e+c853RuMaQmeowmoIocoROmKk8kcFnapxHmWVGjrOsHeMzgaM0IsAeymg/qqh2niVB8FwE9Gkio40gt4TrEitliDzDakh8/KCtPkWlgi/aEitpkSbtIUd6LtJ4jVNMkbTM1TN6EOWJzQ9SFfRqYmDnFb+pJvY09RLAc/EwJVHvnPXYVo39vSJVde3t1t9Mn3Qt1N5qG6uNLXD3MHlvR0GqT0NVhrrNDRVUwBbDLv+0u7bK3viCdZEK4b9ka9PzgNjogn6tiMD18YqtFRlHU+LzgtHstdO3xxaoPvIczmmd+aVNTNia/wPzljbUt0nA7OwzcvAvTPXbmg+6g5GBZlNn3CjgA5GItS2j7W09FrONRkLwfDlXok3C0fVvCHrMDwYCW43vr+WnzmuQ3HthObSDS9CotZz++72nvRN5eBj3A6Gk6msL31f75q+JU1Fo2/6+pIwu3srGZLNjG1vq/etjR7aob5dyZAHZGkp+tITDOizZ7Du2pCXGdihvTL6PVFjm2d/oRiQ/sXKuhv5//EOZ+DM2it7tjmcE2SU4pnADjmU9YFw9fw+b6uR8AuceA29IixdB7g4QyfXcUKrsPkGfbvfNdU4DGkYJzijKZf5lLtnbhYnBRcvyk/0PWD2O7zfBf1Rr2dw8JlRHHIsOqAtihNOFgT0KRRcGlAHmFgcpT+Dwg+w18NJRAnnFB+h1flVN2/2u8aPsPyNU5N4c4mLYL9boC8BasV5wpXkJfRfRfTNwWWUJczJS+oDkdjiMuauaFbeki8APsFpRkvTXkJpxAUspKWF7w72WzoNaZTFHHZ/z1lCEy7CIeUc6sYhTdHngPAZIdDHYOoEE0rK5nf7nQs2xjc9Vetcc3pP7xmTYRWdGNCNvoaqileUGwfMpU95cSro5EkBkb/tPQBVJ3s0TtNj9Np9LM4LSA3u4U/H6NXzFJ9V0esNiyIWefMyBXR6mL9a/ifQOxWkpyNr/mRi/lR7k1CXrRnwzsuR0Ff/E/IL9AuFkzwHjfe43SJKvS7zrrxweGUBj3ajJfFNItfFtkBbDbkJJp9JyqaGgOuCqBBecrDIK03s8g512nyzDc+F4sCGUkVnGRxImuFwjd62P4jKB0nmlI+KxHV0hI7QJ10cYo+iY4T+BtAHlakkBQAA
116,3ecb7099ea204c29ad1031bd6c8c3287,Sea Creature Artifact,RARE,899998,H4sIAAAAAAAAAE1Ry5KaUBQ8PiZBN1OpSqpmSaUmSzKIIJAdQVQsgQTxAZupC/fi4IBaPKL4D/kOfyBf4IelcuMileXpPt3n0V2ADjSSLgA0mtBMcONnA+70fbUrG11olWjTgs4kwWSUok1Bu353oTt/rdLUOe5IzkDTxPDIS/1IiHuYw0KIuL4sYS6UBIXr9xRxEGKE5BhR3bd8fyB5mZCiA0xJTmWVk+I2moG7JUorAr9IPeWD9QuP19M0qs0Brb05nzrm9iCbu2Ud6ubAzCg/+Xp2EuUHHi9FPFnWwdqqwlVaBSu79lcBP8ukFOvqP6/ZOTr6nnayhpFkrezEWlmi42m1f/Zra2vV1hC/+N53PsgWUjAcZc7QzSxhunXGQeZvR4k9treWYGe2t+hbwuJoe0Fqn40kXvdUekEX3uKkOKSo7kB7ts8JQ8E2fLxeZA+9EvZ6QT3pE63YlBQFi1GGNoSN830G7yg6J4jVc4JuH/lMpe+vF/V6SV3NNVhN14353HF9Bto2ygg8UPJ/BavRp8YoKuka98apzJFWlnkSViUpmL+hwoe5oT3rrqF5C9d41lzPHGm6R/2qirKPkdxXQ3WgclKMFU5UEc2P52NOjGUcyeFA6eEBA50yyUhRouwA9+pTT3wS+qz4RVRYzQJowpvh7ShoAfwBNAq5BVYCAAA=
117,83b8c966c7054f489a9422e983f7ee57,Strength Enrichment,SPECIAL,5200000,H4sIAAAAAAAAAF1Sy27aQBS9kKQFqiq7Sq26cKu0m4rGD2KgUhYWOMERxgEcErOJxuMLNviB7HGIu+sH9BO65gf6BXxKP6TqwCKKOqs755w598zVrQFUoRTUAKBUhnLglX6W4KiT5DEr1eCAkXkVDjGmPuzOAVR7gYcXIZln/Pq3BrXxMg9Dax1jWoGy4cEJzkSiKgqtt1Vs1RVVFuttxZPrDQlldCWPotzk767TZIUpCzCrQoXhI8tTzPYxKnA0IWGO8BuLK3F654ve3VVIC0Pld3sshpaxWDWNeFK4HUM1Is73NLVftJ9pzxi5PQsd5cqfxsPcjSZiXxmF2BtJNLp5MO3R0uoOxWk0Cc3FaDm4dYqBPFo6C0e27OF3q3tTWJfDhikbstXlWlt7dBZUcmynYXXDaGpT0er6y2lkio7sKI59sTBiqT0bnp/zH9TgpRdkq5AUfHb9JMUKB1/B2+2mud20OknkBjFxQxSCWNDihyDk9AdO6nEaUB8zgcQCoRSzLEkLYR0wX2A+wicuWSVrTIVkJmw39Iv059cPYcxSjOdcwtm1jzF85AVZrcIAPYElAuGE2sc5xh7hbpxMUni3j+KZBfMDusOe2n3lWT5zwIrDvXi7Ca2Bvqtwny7CmAmUB3QRhP87zYMHfBZ95/WaB+Ue42u9Y2j9ChwOSITwhqNPwfUnYz65Y/2RpURjLA3cnGFW2e0kvLe1vjE2tcG9PhgZnZ6pD+z7sT3SB5d2j5vmORedKM1WW5VcpU5bKuH7pkj19ozO6tSVZkQRRaQuqUCVBRFmjEQrOG6fSo1TWREa3xotQTMByvCiSyIyR77q8A+HgR1WHAMAAA==
119,ff94658aae854e1e979de8e698e2900c,Silver Fang,UNCOMMON,290000,H4sIAAAAAAAAACWPzUrDQBSFT9JWkygK4gNM1yLUhVTclbZRoU0gqT87mSQ36WB+ZDIVfaJ5j3kwcYJ3c+75zl3cEwA+HBEAcFy4onCkg8myO7TqNMBI8crHmNp8j2FG8B9FQWHNq97a3wDHheg/a/5jrzadJM/SCS6Mnq94wyu6Z0bnVzezmeV2nRt9t9uLnglFDct5yzJikspOVlRMMTX61uiPNyssEaW63kne9iVJntXEhgSXRnOj6+doGW+3ccTS1zhZeRhHvCGc2TAV9RdJFvK2QoDz9beSfKGUFNlBUe8NFXGSPm1e1sl7uIgeABdH/88ODf8AL84KphABAAA=
120,061a39402d9b447ab1257dd4948c815b,Ancient Final Destination Chestplate,MYTHIC,20000000,H4sIAAAAAAAAAGVUTW8bNxAdWXEiKymcAEG/EBRsm6ZWHdurXa1k+ebIdizUdo1YcZGTQO2OJdYrUuBy/XHMLZfm1ENRJEBP1aF/oJde9FP0Q4oOd9eKjeigHc68IR9nHqcMsAAFUQaAwhzMibCwXID5lkqkKZShaHh/AW6hDAZgfwW4+1L2NPJT3ouwUISFXRHiTsT7MUX/K8OdUMSjiF9S0p7SWCLvE3g0GTeOjEbZN4MNNhkHy55Pn+YSfSvwNUVbWhjWGnAZYAao+t9lCDKuQbb4kPdziLueQ8iowLcE2UUeZSfwZa/m0heXlutOJYM1KvCYQFt4gjLGDFX1GxnKu4ayp7WlwSgSfcwZEdTNObvE+VOCdHSC7MZuPnw2Y8FeICXnqQ6V4QElT8bhZBz9LOJQDdkx3CXXc63OCX2cxve55OyYD0dCI7kWyXWolcHACCVzxwv8JTlDyY1FfEKOzkBpGbN2uw0P7dLSupbVprNXJ+P6ThJF7AgNe6ZkEm+wY3HGA6GSmIqqTyXGMXFtLLlrtQo8IcuWXMXGej13+s9bdqSS6CRS5xY2Qs38GL4hU0gWqGGPG3Y+EBHaC8eSBCJkn6Ib8AXlT1//mrXdmb5/za6kYHuWh3DZdaZ//JZxY5vG8OCUHY0QQ1vqHHRChZy++yv3+zN/Yz+JjBhFl2T3pu/esuvNs/FeGqmuuv6FLcWMjus407//ZTuoVSCMBTV4nwsZG7YtQ9RDlPDDDG/76FjJNcJUhewjLABF64cC6di8ylmMS/Ysic6pzvAV5f8oqBVXWcwoxoMgGSYR9RQ+t/tnopodYAY4XIUvKXJj71Tmnj99/wY2KHaAF4a9HPU1D3M9er4Nkrm+REuv9nS96RFwje7uO08dx6FIhVjfJ9lsykCgzNWRNva55jJtP13cKn/6+5/s2iO0d23mUqANW5x6RjpIVRThGUartHM9U/xkfMonY4vLVvZ//1Vnt91ird3to87h3mZnm33AFmE+UJHSUIYHJbh1wIcI31P4iuSOkDyitxcbMlKVtwa0GKUVLMPi9oXRnFSkRS8xGBdhUXNiftlNsvLYYUXD6/5Ame5IGW5UN7ATj9yLRSgjNax7Sk0i3Jv9EpSGKhQnAjXc4RmDkp2U8GinfbC5192iG5DRaf900P1wnTLcs2OTakhNNpaDVemQGHbP0wFAh80X4bZJny8tigQx9Hi7o9njzWjeIzq8e5aNhSyrrGdTIN+mn86RPHpjh3mgEiYJ8X1c9xrrXjNorlTdsL5Sw/XGSs+vuSsnWG863PG8AP0SLBBNqiadB4u1Nbex5nqsuuFU2eY+wBzczvtPv/8B1ZpMcT0GAAA=
121,21510a75de9d41e5943efe255d9e16de,Titanic Zombie Knight Chestplate,EPIC,270000,H4sIAAAAAAAAAF1SzW7aQBAeQtIAjRT11Ept1e2fGouS2AZsoCdCCKAkBMmkh1zQYg94FXtN7bVo36Av0GPPvERPPEnVB6k6DlEjZS+7O/PNN9/8lACKkBMlAMhtwZbwcp9ysNOJUqlyJcgrPi/CNkrXh+zk4PGVnMbIb/g0wFwein3h4WnA5wl5/5Zg1xPJIuDfKOg8irFA1n14tV7ZPeQxc1yytdh65VlWla7GgWHXLQ3oaTsqRjlXfuZ2y7WNu2wY9UPL1uA9IfrIg42flw1dp7t5UDbr2gZpWk0NNIKd4AxlghucWTcf4CzbPmw0NHie5Vwgehtg846ldmgaGqk2KKoXR0vls8/0/JixjOJIoatEJO9tYz+KZcIGgwEFUXrrNA0C5qBix5FMkxa7jsKpQHYmxdxXWaEH+lFNgw9ZT7ig0Cx7Xf/z8zu7U56Blj5Klibo3TZvKUiG8vEBmbOMYo/SvlmvzLEvEsbjMIrZQqCLjL6p9JB77PevH68J9XK9qq9XQXc06LCTq2GvezlknX7XGY/O2+NuAbaHPER4S6ixUFwK90G2jo+JotkqhBLsd7+qmLeVisU0VZgU4ImXyjlGcpLciCCYxPgF9jrtcbtzeXHstMxaHp5OeYKO4uo4ihI1wthFSfuFpO1FAQph5ImZwBh21SZ/IVtHeHZNBIPu5Gw46PXHk3vFJdjL9pJLFRJPkodH6nYWRJfPQ2nxf1hk2CHv/Haa2Qeo2DQl7nfN2azuNly9olfRqNRmulVpNtxpxbLJbHDdaNgkvCgUhhOVaQPYLUBRiZB6wcMF7DePjNqRWWW1VtVm7QuALXh0wsNNWfAPX4LzkV4DAAA=
122,1b9ddc226acc40909ac51a9e20840b9e,[Lvl 85] Enderman ✦,MYTHIC,45000000,H4sIAAAAAAAAAL1V227iVhQ9SWY6hFYatVKlXtUzdEaaakLiK5e8ASGJGWyS4ARwVUXH9gEO+ELtAwlU/YR+Qftc/oMv6Df0Q6ruYzLR9K3qQyUk47PXXmuvvbftPEL7aIflEUI7u2iX+Tu/7KCnjXge8Z082uNktIf2z5lPTwMySgH1Vx7lu9N5EHTuIprk0K7ho5dDopWrXrladFVFK6plWStWZLlcVF1VVXVCXKlKIO8iiWc04Yym+yjH6T2fJzTNpHPo6Q0J5nTnV3oXj4xGSyI9OfDUq7HbrzHjJB6Z9kA2TwaKtbrUrdV0aS7v3hqNGvPOWwsnDFLnOpgarFYyGoZiri7vrfAmGPTM5aBnSObqNOj0TgOndzoZrAzJmYw058xUra6RNlhtZET1pas4M/fspjMA3S1PqznotyKn1xr2bi5Zu5bVtSI9fz7oX8leeNN1+qcy6bcCp2GMOqwuedFN8ICTnP5Y8iHmLbNYOdOBeq8l3rLZP84EHvjuMp9GCHnntVJ7WX2PQ+ekpwcDtTV2osu5G95IbfUqoOeijutFx25NnZ7DHNuaOGfXK3PiTK2T63uz12KWba7MVTC1Vp466Dlja1VbORMrGKyupoNeU+nY/tSanI6tk8s7c+JJ1pnFBpP6BDy9zWo7l+BarzYiCQaVR898ls4CstxHT9pxQnNwWECfb9aVRhy6hOMLyg9wn0ZxhLtTFkH4i8263EgYxyckJCN6jDdr701JPSzrryD64WZdakY+TRiJUAGg8LPJlAKKKPqh/gr+lAOaptjP0tGncD9M4hDTyMdhHKWcJukhMH0MTDYN6CxOOO6SxWKJvtry1efDYYr5mGI7IVEasjRlcYS+hhBxWcDERuIRhDiLRkJYUw51UQwBxB0lMzCzVcfDOMF6iuFgntJ3qg4lQcyxSfwICkXfblWNyEsoSYF6Gc8THPs+1BDjIYO6CXoBiHRGPUYC/JDvLjPT8qHyCoKC/JN3zQkJtBO6ThP0zZb9jLAI4K58qN6LFj20v3+R2RLORoBIuaDcUtDogRWkS+c08LHBaSjGMXxIbt7PcD2OU56JnLEF1A7pbxQpm8KMckwBAj1A+UdJwfgZoF5rR7L0nZg/bpDIX+LrlPpbtTI8+KNEzBD8t+mCBrhSEsK0pINZ9MdmrWzWwWYd4v//MvzvqYmwoFYrB1WleqhCV4+EJVmegu2X2RToFRuNedELmDcV5onvwx6yFIte8lhsD822Q9zDhOYvIPWjzdoHDXNgnxuNHHpikZCiL4Hv+/YCOqf/ALL+41r8+dvv8Fg+b97zhNQ4T5g75zTNoWdAaUTDeOf1TwW+nNHCcaFpnTSvzJpVOCgQj8N4C8dDEqT0oABjLRxXNKVU0sGJVpErkgK+CvBkJJC4LQXSxvAlEKSPiWPYI7FGALpo2reG3TRvGx2zXrNvu2+Ndvu23ul0bXFkdoSuJ1ZDbEbhWDsopPCGeK+u237TylDzOQNAwaNlXZGqbtFT3VJRcyvDYrWsSkVVkatlpaK7pCwJdMR+nFNDZKie51V1ohUhqhY1X5eKlYpfLcqy5Mu6rw0rxH+wkU2mIQbzYObnnPj+oT3wAU0XJaCX/6aCHNrnLKQpJ+EMPa8eydqRomLtWKvgmonQLvpg++JDewj9DYe5cT1vBwAA
123,1575da7406834529955afb5a6fb59b5c,Fierce Skeleton Master Chestplate,LEGENDARY,35000,H4sIAAAAAAAAAIWT227aQBCGh5BQIJGiqheV2krdVokSSiH4wPGOgENQgUQxqZQrtNgLWNi7dL1WmgfpM/ASveJJ+iRtx0AaqarUG6935tt//rFnswAZSHhZAEjswI7nJvIJ2GuJiKtEFpKKThOwf8vHktE5HfsskYTMpeeyC59OQzz0MwvPXC9c+PQhA7s9IVkaoy/g7WpZ7TAqie1grEFWS9esVHCpnWrlcjUHJwjYSjI+VbM47eS1Ei71U1xzay5vlIvlHHxAsCU9RVozyh22ZbXjDVw53sIYyUHxkW3TgE63bKWyZbXaI6wbZtFAPnZ5yai/sUDzmlHeAGa1XtSxOO6qbTZhPGRbQnskSrU1AaCheEeKezUjn/H1Y1zsWgrFHOUJ/hQbzoTkIel2u3gortzlDn7WkBE1Y8RdOyYPIiIuOoLXCNx7qEklaodk/BA3Uz7GcBHe4/NORJKM45Qr+IkijuBhFLAtX4T8alm5iHyf2EyRc8GjsEHsOfOZQlN9Giom4+5OS2dm7v923vzTjr71A7EjfTjzQswHQpKFxxxGcBtxPO6SH9+/vdtQldXS71kda9Bu3tyR9u2gY10NSOvSsofXvebQSsKeI3wh4dd8Pw27AxowOIpb8ZhEyb87aM1YqHD6FIMsHFpflaRNpaQ3jhQL0/DcjfiUCT4K557vjyT7Aget5rDZuuqf2w2tnoSXY2zZVlSdCxGq67gIx6ln6FZPQzoQrjfB0pCarA2k4zsCr+xPVs8aXg1G/aY9tG5GT/6zcMC4g6OqAhQKk5BS6/+OeskkZBd/BgMDe5idricn3gC2G0WoflSaaBqt1yoFrabrBdNwzEK9VKsW3JoxNkvGZOIwB++hp1gwUrE5gFQaMsoL8GPQYAGH9TPNPNMNYjbMEmn2AXYgtbkTyMJvTropy/UDAAA=
124,eaa7394a1a2c4203a6110f529a8c39bb,Spiritual Juju Shortbow ✪✪✪✪✪,EPIC,29999999,H4sIAAAAAAAAAHVU3W7TMBQ+WdeRlk0gLoYQEhjEpE2lXdKkbbq7rR1bJ9gQXcfl5CReapbYUeJQ+i7cT+Ix9ig8COK4adFuyEVin/N93/mzUweogcHrAGCswRoPjaoB1YEshDLqUFE0qsE6E8EU9GPA44nwM0ZvqR8zowK1Ux6yDzGNcvT+qcOjkOdpTOdI+igzZqJ1G17f3/VOGM3IOEDbAbm/C7uWhx9v1+50vT14hYAhTWi0cAYNx7UX3kbf6bbae7CL/rHKmIjUtER0Xfz0dxtta69E2p6tkQ1EDjKuyGBKRbCUa9s7Jdq2dpZwB1dgrcAPY9sdb4l2eiu06zqtvouMFzqRqUR5KeNQzoTmUKvV0eW7yCrDktFohJv3WmdQ+DxPyNVqP8xoJAW5zGjAMnIFNtqwgYkmrTCjJKUxF9FDnc+cZcHCBi/1Vs40feUdC54uwmIeut2nXOW6HAdfvUT6OcGYHGUD1YLnum4qSLgomzARsixhooXcZ1or5diUgsbkSIoihx09vowKVKS6XOyiVg3KUpUkeUpnAt6ijZKSTIYskHMymzJB5rIgtzyOCRWwjRgmWDInXKBYWIiIyUVgPAId7GymfDk7ICORKwwYz0k+lVLlb/Q5QsT9XXz8eTQgw8n5yfHFOTm6+GrC+jl2D/pa4F/mZ8W3gqz0MNvu75+//veGOjw5/qEyeqhUxv1CsdyAzWVu11yxxDDBTGTIb3AGUMtXUSqwVaRRRkN2HbPvLMYkq6a+Q7B1NjmbXI9PL75cYop12NQ3CAvCLqu8AiZfDhgZlQpslK0sN2a6HLS+bhWopnrQWhnXuZ5yCave6DOD6zXNX5yxErRBeVKyq4C9KQpM513P8cK23btphrbbbbossJrU8vymb/eY41E7CBzfhJriCcPGJyk87e/bzn7bIbZ14Ljk8BMGgo3ynugfwV+9hJpeNwQAAA==
125,107c15211fb9484bb699da286490dc94,Sharp Shark Tooth Necklace,EPIC,1700000,H4sIAAAAAAAAAFVSy3LaMBQVeTTAou10uupMZzyddJWh8YtXdo4hYILt8MbaZGRb2AIZU1sOgX/ovn/Af/BhnQrCot1ImnOPzrn3SEUACiBHigCA3Bk4I37uVw5c6nG2ZLkiOGcoOAeFNvHxA0VByll/iqA4WGSU2uslTvLgzPDBdaXiVmqegkuei9ySoqJZCZW9ekmuI08VpZmC3Rq/95TEK5wwgtMCyDP8yrIEp0frPLgcI5rh3G+8jgND74hoIlFP6YfuVCNGIw7M4ahsNwzJnAeK2TDW1mb9aOga8dqdFxjRFI7owiBahd9dmC1DNedNyR6GkTlsitbWkOzGfWRFFoFDSuzW6NWJRoqpG6lOtMBY3m9cGa7c1th2uO9J56cTPWz8Ni0b5OQl06UbPYj+tENH0fjVn9ANnPSO/fntjgQHbzy/NVb99ngDp+ax9jYT96FWdzBS/8cO/GknPXnGfru/tknt5R+NzJ3QDE6sjTOBYjcqU1+vi3AaHvvobo0Nn2cLI0N2oh7PKFBgw1lbDVN0ZGthzr0ynJhbyPMz54bCM5SdLQ3NyFFhq1d25EOuC85pytY82MJGn8JhQI656Pf1wz7rrer8lYrgyifpiqJNAVx04wTnOXgFPu131QFL8DJg4Z2w33k3NY5/42grQUuWcgjdyOJ3vle9EC09LLBYCDADB2QQomQhDDFmoeBnCVkGHHUfSBryI/h4OOOUkRdEU87+wZU/73fl/Y42nwxd0HS9ORjYfScPLiwUYfCVFw+SK+EkHMdc2MLegiIP8xE+NF9ZgjTGEuJmDKf5w6cHXwZtrf/0fFgfn4e2PWw/W039savpTa6cZZxyrVaxosrSrDQrq2JJrc9qJYQUr6RW6tiVVKmi4loeFBiJeMMoWoH38m3tVlaE6p0oC5oJwBl410ARCjA4B+Avv855GHoDAAA=
